REGIAO:;N
UF:;AP
ESTACAO:;PORTO GRANDE
CODIGO (WMO):;A244
LATITUDE:;,69416666
LONGITUDE:;-51,40388888
ALTITUDE:;84,8
DATA DE FUNDACAO:;17/09/08
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2025/02/03;1400 UTC;0;1001,2;1001,6;1001,2;2406;29,3;;29,3;26,6;;;7;;7;56;3,8;1,5;
2025/02/03;1500 UTC;0;1001;1001,3;1001;2519,8;29,6;;30,1;28,7;;;7;;;332;3,5;,8;
2025/02/03;1600 UTC;,6;1000,1;1001;1000,1;2089,2;27;;30,1;26,5;-9,9;;7;;;260;4,6;1,8;
2025/02/03;1700 UTC;0;999;1000,1;999;2229,8;28,4;;28,8;26,9;;;7;;;261;4,5;1,9;
2025/02/03;1800 UTC;24;998,9;999,1;998,7;1203,4;24,8;;29,7;24,4;;;7;;;122;6,4;1,9;
2025/02/03;1900 UTC;1;998,6;998,9;998,6;336;24,8;;25,2;24,6;;;7;;7;48;3,6;1,1;
2025/02/03;2000 UTC;,4;998,2;998,6;998,2;240;24,5;;24,8;24,4;;;7;;;37;3,8;1,6;
2025/02/03;2100 UTC;0;998,8;998,8;998,2;231,2;24,6;;24,8;24,5;;;7;;;48;5,2;2,4;
2025/02/03;2200 UTC;,2;999,4;999,4;998,8;37;24,1;;24,6;24,1;;;7;;;65;5,4;1,7;
2025/02/03;2300 UTC;1,6;1000,4;1000,4;999,4;;23,5;;24,1;23,5;;;7;;;72;9,1;2,5;
2025/02/04;0000 UTC;,2;1001,2;1001,2;1000,4;;23,1;;23,5;23,1;;;7;;;51;5,7;1,6;
2025/02/04;0100 UTC;0;1001,9;1001,9;1001,2;;23,2;;23,2;23,1;;;7;;;32;3,3;1,2;
2025/02/04;0200 UTC;0;1001,9;1002;1001,9;;23,4;;23,4;23,2;;;7;;;17;3,8;2,1;
2025/02/04;0300 UTC;0;1001,9;1002,1;1001,9;;23,5;;23,6;23,4;;;7;;;14;6,1;2,9;
2025/02/04;0400 UTC;0;1001,2;1001,9;1001,2;;23,3;;23,5;23,2;;;7;;;26;5;1,1;
2025/02/04;0500 UTC;0;1000,5;1001,2;1000,4;;23,1;;23,3;23,1;;;7;;7;150;2,7;,9;
2025/02/04;0600 UTC;0;999,5;1000,5;999,5;;23;;23,2;23;;;7;;;193;2;,9;
2025/02/04;0700 UTC;0;999,5;999,5;999,2;;22,9;;23;22,8;;;7;;;290;1,5;,5;
2025/02/04;0800 UTC;0;999,8;999,8;999,5;;22,7;;22,9;22,7;;;7;;;259;1,6;1;
2025/02/04;0900 UTC;0;1000,2;1000,2;999,8;;22,6;;22,7;22,6;;;7;;;273;1,9;,7;
2025/02/04;1000 UTC;0;1000,9;1000,9;1000,2;6,1;22,8;;22,8;22,6;;;7;;;234;1,6;1,1;
2025/02/04;1100 UTC;0;1001,6;1001,6;1000,9;146,1;23,2;;23,2;22,8;;;7;;;245;1,6;1;
2025/02/04;1200 UTC;0;1001,8;1001,8;1001,6;507,4;24,1;;24,1;23,1;;;7;;;234;2,1;,9;
2025/02/04;1300 UTC;0;1002;1002;1001,8;1186,2;25,2;;25,8;24,1;;;7;;;226;2,5;1,1;
2025/02/04;1400 UTC;0;1001,6;1002;1001,6;2413,1;27,5;;27,8;25,2;;;;;;141;3;1,5;
2025/02/04;1500 UTC;,2;1001,2;1001,7;1001,1;2597,3;28,5;;29;27,2;;;;;;163;5,3;1,8;
2025/02/04;1600 UTC;0;1000,3;1001,2;1000,3;2225,8;29,2;;29,6;28,2;;;7;;;209;4,6;1,2;
2025/02/04;1700 UTC;,6;999,4;1000,3;999,4;1224,5;27,8;;29,2;26,5;;;7;;;17;5,3;1,2;
2025/02/04;1800 UTC;0;998,5;999,4;998,5;2561,4;29,9;;30,2;27,8;;;;;;48;3,7;1,8;
2025/02/04;1900 UTC;,2;997,6;998,5;997,6;2255,7;30;;30,5;29,5;-9,7;;7;;;60;4,5;1,7;
2025/02/04;2000 UTC;0;997,6;997,6;997,5;1216,9;29,9;;30,3;29,4;-9,5;;7;;;28;4,6;2,3;
2025/02/04;2100 UTC;0;997,7;997,7;997,5;602,6;28,6;;29,8;28,6;;;7;;;3;4,3;1,2;
2025/02/04;2200 UTC;0;998,6;998,6;997,7;96,9;27,3;;28,8;27,3;;;7;;;41;2,3;,5;
2025/02/04;2300 UTC;0;999,1;999,1;998,5;;26,6;;27,4;26,6;;;;;;63;1,9;1,1;
2025/02/05;0000 UTC;0;1000,1;1000,1;999,1;;25,9;;26,6;25,8;;;;;;77;2,5;1,5;
2025/02/05;0100 UTC;0;1000,8;1000,8;1000,1;;25,1;;25,9;25;;;;;;70;2,5;1,5;
2025/02/05;0200 UTC;0;1001,2;1001,3;1000,8;;24,7;;25,1;24,7;;;7;;;70;2,7;1;
2025/02/05;0300 UTC;0;1001,1;1001,3;1001,1;;24,2;;24,7;24,1;;;7;;7;98;1,9;,6;
2025/02/05;0400 UTC;0;1000,8;1001,1;1000,8;;23,6;;24,1;23,6;;;7;;;7;1;,4;
2025/02/05;0500 UTC;0;1000,3;1000,9;1000,3;;23,8;;23,8;23,4;;;7;;;318;1,6;,8;
2025/02/05;0600 UTC;0;999,9;1000,3;999,8;;23,8;;23,8;23,7;;;7;;7;342;2,2;1,1;
2025/02/05;0700 UTC;0;999,6;999,8;999,6;;24;;24;23,8;;;7;;;353;2,2;1,1;
2025/02/05;0800 UTC;0;999,5;999,7;999,5;;24;;24,1;24;;;7;;;346;2,4;1;
2025/02/05;0900 UTC;0;1000,1;1000,1;999,5;;23,9;;24;23,9;;;7;;;341;2,5;1,3;
2025/02/05;1000 UTC;0;1000,6;1000,6;1000,1;4,8;24;;24;23,9;;;7;;;357;3;1,2;
2025/02/05;1100 UTC;,2;1001,4;1001,4;1000,6;95,1;24,1;;24,2;24;;;7;;;336;2,8;1,2;
2025/02/05;1200 UTC;0;1002,1;1002,1;1001,4;368;24,9;;24,9;24,1;;;7;;;360;2,6;1,4;
2025/02/05;1300 UTC;0;1002,2;1002,3;1002,1;899,9;26,5;;26,6;24,9;;;7;;;23;3,5;2;
2025/02/05;1400 UTC;0;1002,3;1002,4;1002,2;963,7;27,1;;27,2;26,5;;;7;;;26;3,7;1,7;
2025/02/05;1500 UTC;0;1001,5;1002,3;1001,5;1672,8;28,6;;28,8;27,1;;;7;;;32;5,7;2,7;
2025/02/05;1600 UTC;0;1000;1001,5;1000;2519,9;30,2;;30,9;28,2;;;;;;71;5,7;2,7;
2025/02/05;1700 UTC;0;999;1000;999;1461,9;30,3;;30,3;28,5;;;7;;;191;5,3;,8;
2025/02/05;1800 UTC;0;998,1;999;998,1;703,1;25,8;;30,5;25,6;;;7;;;154;9,5;2,1;
2025/02/05;1900 UTC;0;997,6;998,1;997,4;359,7;26,8;;27;25,7;;;7;;;358;3,2;1,5;
2025/02/05;2000 UTC;0;997,3;997,7;997,2;276,5;26,8;;26,9;26,2;;;7;;;7;3,1;1,6;
2025/02/05;2100 UTC;1,4;997,7;997,7;997,2;291,8;25;;27;24,3;;;7;;;17;9,7;1,6;
2025/02/05;2200 UTC;0;998;998;997,7;53,5;24,8;;25,1;24,8;;;7;;;32;2,9;,9;
2025/02/05;2300 UTC;0;998,8;998,8;998;;24,6;;24,9;24,6;;;7;;;41;2,4;,9;
2025/02/06;0000 UTC;0;1000,1;1000,1;998,8;;24,3;;24,6;24,3;;;7;;7;32;2,1;,8;
2025/02/06;0100 UTC;0;1000,5;1000,6;1000,1;;24,3;;24,4;24,2;;;7;;;267;1,9;,7;
2025/02/06;0200 UTC;0;1000,8;1000,9;1000,5;;24;;24,3;23,9;;;7;;7;319;1,5;,7;
2025/02/06;0300 UTC;0;1000,6;1000,9;1000,6;;23,8;;24;23,8;;;7;;;345;2,1;1,1;
2025/02/06;0400 UTC;0;1000,1;1000,6;1000;;23,8;;23,8;23,7;;;7;;7;329;2,2;1,2;
2025/02/06;0500 UTC;0;999,8;1000,1;999,7;;23,5;;23,8;23,4;;;7;;;360;2,1;,7;
2025/02/06;0600 UTC;0;999,2;999,8;999,2;;23,4;;23,6;23,3;;;7;;;298;1,8;1;
2025/02/06;0700 UTC;0;998,9;999,2;998,9;;23,6;;23,7;23,4;;;7;;;347;2;,9;
2025/02/06;0800 UTC;,2;999,2;999,2;998,8;;23,8;;23,9;23,6;;;7;;;8;3,1;,9;
2025/02/06;0900 UTC;0;999,9;999,9;999,2;;23,7;;23,8;23,7;;;7;;;4;2,1;,5;
2025/02/06;1000 UTC;2,2;1000,5;1000,5;999,9;11,9;23,2;;23,8;23,2;;;7;;;92;5,5;1,2;
2025/02/06;1100 UTC;0;1001,3;1001,3;1000,5;237,5;23,8;;23,8;23,2;;;7;;;64;3,2;,6;
2025/02/06;1200 UTC;0;1002,4;1002,4;1001,3;432,2;24,3;;24,3;23,7;;;7;;;52;3;1;
2025/02/06;1300 UTC;,2;1002,9;1003;1002,4;936,9;25,5;;25,5;24,2;;;7;;;104;5,3;2,4;
2025/02/06;1400 UTC;,2;1002,6;1002,9;1002,5;1513,4;26,2;;26,8;25,5;;;;;;107;5,8;3,1;
2025/02/06;1500 UTC;0;1002,1;1002,6;1002,1;2178,5;28,2;;28,2;25,9;;;;;;107;5,3;2,7;
2025/02/06;1600 UTC;0;1000,9;1002,1;1000,9;3009,4;29,7;;30;28,1;;;7;;;88;6;2,5;
2025/02/06;1700 UTC;0;999,6;1000,9;999,6;3083,3;30;;30,9;29,3;-9,9;;7;;;78;5,8;2,5;
2025/02/06;1800 UTC;0;999,3;999,6;999,1;2107,1;24,9;;30,8;24,9;6;;21;;;101;12,1;6,1;
2025/02/06;1900 UTC;2,4;998,4;999,4;998,3;1862,5;26,4;;26,5;23,7;;;7;;;102;11,5;3,3;
2025/02/06;2000 UTC;0;998,3;998,7;998,3;927,1;26,1;;26,6;25,7;;;7;;;112;6,3;2,8;
2025/02/06;2100 UTC;0;998,6;998,6;998,2;459,8;25,9;;26,6;25,9;;;7;;;75;5;1,6;
2025/02/06;2200 UTC;0;998,9;999;998,6;39,3;25,1;;25,9;25,1;;;7;;;54;2,8;,8;
2025/02/06;2300 UTC;0;999,5;999,5;998,9;;24,6;;25,1;24,6;;;7;;;23;2,9;1,4;
2025/02/07;0000 UTC;0;999,9;999,9;999,5;;24,5;;24,6;24,5;;;7;;;22;3,1;,8;
2025/02/07;0100 UTC;0;1001,1;1001,1;999,8;;24,5;;24,6;24,4;;;7;;;116;1,8;,4;
2025/02/07;0200 UTC;0;1001,5;1001,5;1001;;24,3;;24,6;24,2;;;7;;;295;1,3;,7;
2025/02/07;0300 UTC;0;1001,4;1001,7;1001,4;;24,2;;24,3;24,2;;;7;;;316;1,5;,9;
2025/02/07;0400 UTC;1;1000,8;1001,4;1000,8;;24,2;;24,3;24,1;;;7;;;340;2,2;,9;
2025/02/07;0500 UTC;0;999,7;1000,8;999,6;;23,9;;24,3;23,9;;;7;;;332;2,4;,8;
2025/02/07;0600 UTC;,2;999,4;999,8;999,3;;23,8;;24,1;23,8;;;7;;;231;1,6;,9;
2025/02/07;0700 UTC;,4;999,4;999,4;999,2;;23,7;;23,8;23,7;;;7;;;250;1,7;,4;
2025/02/07;0800 UTC;0;999,2;999,4;999,1;;23,8;;23,8;23,7;;;7;;;217;2,3;1,3;
2025/02/07;0900 UTC;6,6;999,5;999,5;999,2;;23,6;;23,8;23,6;;;7;;;196;3,3;1,7;
2025/02/07;1000 UTC;1,8;1000,2;1000,2;999,5;7,8;23,8;;23,8;23,6;;;7;;;327;3,2;1,1;
2025/02/07;1100 UTC;1,2;1001,1;1001,1;1000,2;183,4;24,2;;24,2;23,8;;;7;;;39;2,6;1;
2025/02/07;1200 UTC;1;1001,9;1001,9;1001,1;460,6;24,6;;24,6;24,2;;;7;;;60;3,1;1,3;
2025/02/07;1300 UTC;,2;1002;1002,1;1001,9;1473,9;26,6;;26,6;24,3;;;;;;38;4,6;2,3;
2025/02/07;1400 UTC;0;1002;1002,1;1002;1969,7;28,1;;28,2;26,4;;;;;;41;5,7;1,9;
2025/02/07;1500 UTC;0;1001;1002;1001;2577,4;29,5;;29,6;27,7;;;;;;44;4,8;2,2;
2025/02/07;1600 UTC;0;999,9;1001;999,9;2694;29,3;;30,7;28,7;;;7;;7;67;5,5;2,7;
2025/02/07;1700 UTC;0;999;1000;999;2952,9;28,6;;31,4;28,6;6,4;;22;;;85;5,5;1,9;
2025/02/07;1800 UTC;2,2;998,8;999,1;998,8;1359,3;25,7;;30,2;25,7;;;7;;;88;9;1,3;
2025/02/07;1900 UTC;2;998,1;998,8;998,1;390,2;25,5;;25,9;25,3;;;7;;;38;4,2;1,8;
2025/02/07;2000 UTC;,2;997,9;998,2;997,8;361,4;25,5;;25,6;25,4;;;;;;33;5;2,3;
2025/02/07;2100 UTC;0;998,4;998,4;997,9;316,2;25,7;;25,9;25,5;;;;;;31;5;2,1;
2025/02/07;2200 UTC;0;999,1;999,2;998,4;44,1;25,3;;25,7;25,3;;;;;;25;4,8;2,3;
2025/02/07;2300 UTC;0;1000,2;1000,2;999,1;;24,8;;25,3;24,8;;;7;;;35;6,1;2,1;
2025/02/08;0000 UTC;0;1001,1;1001,1;1000,2;;24,3;;24,8;24,3;;;7;;;15;5,4;2,8;
2025/02/08;0100 UTC;0;1001,3;1001,4;1001,1;;24;;24,3;23,9;;;7;;;2;5,4;1,9;
2025/02/08;0200 UTC;0;1001,3;1001,5;1001,2;;24;;24,1;23,9;;;7;;;8;5;2,5;
2025/02/08;0300 UTC;0;1001;1001,5;1001;;23,8;;24,1;23,8;;;7;;;352;5,4;1,7;
2025/02/08;0400 UTC;0;1000,6;1001;1000,5;;23,5;;23,8;23,5;;;7;;;335;3,4;1,4;
2025/02/08;0500 UTC;0;1000,4;1000,6;1000,3;;23,4;;23,5;23,3;;;7;;;341;2,8;1,6;
2025/02/08;0600 UTC;0;1000;1000,4;1000;;23,3;;23,4;23,3;;;7;;;342;3;,9;
2025/02/08;0700 UTC;0;999,5;1000;999,4;;23,3;;23,3;23,2;;;7;;;337;2,1;1,3;
2025/02/08;0800 UTC;0;999,8;999,8;999,5;;23,4;;23,4;23,3;;;7;;;326;2,3;,5;
2025/02/08;0900 UTC;0;999,9;999,9;999,8;;23,5;;23,5;23,4;;;7;;;302;1,1;,5;
2025/02/08;1000 UTC;0;1000,4;1000,4;999,9;19,5;23,5;;23,5;23,4;;;7;;;356;1,9;,9;
2025/02/08;1100 UTC;0;1000,7;1000,7;1000,4;366;24,3;;24,4;23,5;;;7;;;345;2,7;1,6;
2025/02/08;1200 UTC;0;1001,4;1001,4;1000,7;1512,9;26,7;;27,1;24,4;;;7;;;35;6;2,9;
2025/02/08;1300 UTC;0;1001,8;1001,9;1001,4;1126,6;27;;27,2;26,2;;;7;;;29;5,9;2,3;
2025/02/08;1400 UTC;0;1001,6;1001,9;1001,6;1495,3;28,4;;29;27;;;7;;;42;4,4;2,1;
2025/02/08;1500 UTC;0;1001,1;1001,6;1001,1;1845,5;29,2;;29,3;28,3;;;;;;25;5,6;2,6;
2025/02/08;1600 UTC;0;1000,1;1001,1;1000,1;2208,3;29,9;;30;28,8;;;7;;;7;7,1;2,8;
2025/02/08;1700 UTC;0;998,4;1000,1;998,4;3356,6;31,3;;31,3;29,5;4,7;;19;;;31;7;2,8;
2025/02/08;1800 UTC;0;996,8;998,4;996,8;3313,1;31,8;;32,1;30,9;7,1;;23;;;31;7,3;2,8;
2025/02/08;1900 UTC;0;996,9;997;996,8;2438,6;28,2;;33;28,1;8,3;;22;;;43;9,4;4,5;
2025/02/08;2000 UTC;0;996,8;997,1;996,8;739,8;27,7;;28,2;27,5;;;7;;;40;9,4;2,4;
2025/02/08;2100 UTC;0;997,7;997,7;996,8;414,4;26,9;;27,9;26,9;;;7;;;64;5,5;2,1;
2025/02/08;2200 UTC;0;998,5;998,6;997,7;13;25,4;;26,9;25,4;;;7;;;69;6,1;1,7;
2025/02/08;2300 UTC;2,8;999,6;999,6;998,5;;24,6;;25,4;24,6;;;7;;;37;5,2;,8;
2025/02/09;0000 UTC;1,6;1000,5;1000,5;999,6;;24,4;;24,7;24,4;;;7;;;68;4;1,2;
2025/02/09;0100 UTC;,2;1001,2;1001,2;1000,5;;24,5;;24,5;24,3;;;7;;;359;4,5;1,7;
2025/02/09;0200 UTC;0;1001,6;1001,6;1001,2;;24,3;;24,5;24,3;;;7;;;359;3,6;1,3;
2025/02/09;0300 UTC;0;1001,6;1001,7;1001,6;;24,2;;24,3;24,2;;;7;;;341;3,1;1,2;
2025/02/09;0400 UTC;0;1000,8;1001,6;1000,8;;24,1;;24,2;24;;;;;;314;2,2;,9;
2025/02/09;0500 UTC;,2;1000,2;1000,8;1000,2;;24,1;;24,1;24;;;;;;360;2,3;1,1;
2025/02/09;0600 UTC;,8;999,8;1000,2;999,8;;23,9;;24,1;23,9;;;;;;350;2,9;1,3;
2025/02/09;0700 UTC;,4;999,6;999,8;999,6;;23,9;;24;23,8;;;;;;349;2,5;1,3;
2025/02/09;0800 UTC;,8;999,9;999,9;999,5;;23,9;;23,9;23,8;;;;;;3;3;1,3;
2025/02/09;0900 UTC;,8;1000,3;1000,3;999,9;;23,7;;23,9;23,7;;;;;;3;2,7;1;
2025/02/09;1000 UTC;1,8;1000,8;1000,8;1000,3;,1;23,7;;23,8;23,6;;;;;;11;2,3;1;
2025/02/09;1100 UTC;3,8;1002;1002;1000,8;45,1;23,6;;23,7;23,5;;;;;;44;2,8;,9;
2025/02/09;1200 UTC;6,4;1003;1003;1002;285,8;23,9;;23,9;23,5;;;;;;10;3,5;1,6;
2025/02/09;1300 UTC;5,4;1003,7;1003,7;1003;518,4;23,6;;24,3;23,6;;;;;;48;6,7;2,2;
2025/02/09;1400 UTC;14,4;1004,4;1004,4;1003,7;364,6;22,8;;23,7;22,6;;;;;;84;8,3;2,7;
2025/02/09;1500 UTC;5;1003,7;1004,4;1003,7;547,4;22,9;;23,2;22,7;;;;;;2;5,7;1,8;
2025/02/09;1600 UTC;4;1002,9;1003,7;1002,9;581,5;23,3;;23,4;22,7;;;;;;66;3,2;1,5;
2025/02/09;1700 UTC;1,4;1002,3;1002,9;1002,3;623,9;23,1;;23,6;23;;;;;;43;5,1;2,3;
2025/02/09;1800 UTC;2,4;1001,1;1002,3;1001,1;407,2;23,3;;23,4;22,9;;;7;;;353;5,1;1,9;
2025/02/09;1900 UTC;,6;1000,3;1001,1;1000,3;461,7;23,5;;23,7;23,2;;;7;;7;15;4,5;2;
2025/02/09;2000 UTC;,2;999,9;1000,3;999,9;342,3;23,2;;23,6;23,2;;;7;;;12;4,9;2,5;
2025/02/09;2100 UTC;0;999,5;999,9;999,5;157,3;23,1;;23,3;23;;;7;;;346;4,6;2,1;
2025/02/09;2200 UTC;,2;1000;1000;999,5;22;22,8;;23,1;22,8;;;7;;;322;4,2;1,5;
2025/02/09;2300 UTC;0;1000,8;1000,8;1000;;22,8;;22,8;22,7;;;7;;;329;3,6;1,8;
2025/02/10;0000 UTC;0;1002,2;1002,2;1000,8;;22,8;;22,8;22,7;;;7;;;347;2,9;1,3;
2025/02/10;0100 UTC;0;1002,9;1002,9;1002,2;;22,8;;22,9;22,8;;;7;;;12;2,4;1,2;
2025/02/10;0200 UTC;0;1002,9;1003;1002,9;;22,6;;22,9;22,6;;;7;;;332;2,2;1,4;
2025/02/10;0300 UTC;0;1002,6;1002,9;1002,6;;22,6;;22,7;22,5;;;7;;;307;2,6;1;
2025/02/10;0400 UTC;0;1002,1;1002,6;1002,1;;22,3;;22,6;22,3;;;;;;327;2,5;1,5;
2025/02/10;0500 UTC;,2;1001,4;1002,1;1001,4;;22,2;;22,3;22,2;;;;;;322;2,6;1,1;
2025/02/10;0600 UTC;0;1000,7;1001,4;1000,7;;22,1;;22,2;22,1;;;;;;267;2,3;,7;
2025/02/10;0700 UTC;0;1000,3;1000,7;1000,3;;22;;22,2;22;;;;;;238;1,7;,7;
2025/02/10;0800 UTC;0;1000,5;1000,5;1000,3;;21,9;;22;21,9;;;;;;246;1,9;1,1;
2025/02/10;0900 UTC;0;1001,1;1001,2;1000,5;;21,9;;22;21,9;;;;;;255;1,7;1;
2025/02/10;1000 UTC;0;1001,6;1001,6;1001,1;17,3;21,9;;21,9;21,8;;;7;;;251;1,7;1;
2025/02/10;1100 UTC;0;1002,6;1002,6;1001,6;357,2;22,6;;22,7;21,9;;;7;;;272;2,2;1,3;
2025/02/10;1200 UTC;0;1003,5;1003,5;1002,6;667,4;24;;24;22,7;;;;;;249;2,3;1,1;
2025/02/10;1300 UTC;0;1004;1004;1003,5;951,9;25,3;;25,3;23,9;;;7;;;309;2,3;1,5;
2025/02/10;1400 UTC;0;1004,1;1004,2;1004;1875,5;26,6;;26,9;25,3;;;7;;;341;4,1;1,9;
2025/02/10;1500 UTC;0;1003,5;1004,1;1003,5;1927,7;27,9;;28;26,4;;;7;;;329;4,1;1,5;
2025/02/10;1600 UTC;,2;1002,4;1003,5;1002,3;2610;27;;29,9;27;;;7;;;85;8;3,1;
2025/02/10;1700 UTC;0;1001,3;1002,4;1001,3;1746;27;;27,1;24,6;;;7;;;182;8,1;1,2;
2025/02/10;1800 UTC;,8;1001,1;1001,6;1001,1;996,6;23,7;;27,3;23,2;;;7;;;132;9,9;3,7;
2025/02/10;1900 UTC;1;1000;1001,1;1000;902,2;23,7;;24;23,4;;;7;;;84;6,8;2;
2025/02/10;2000 UTC;,6;999,3;1000;999,3;714,8;23,6;;23,8;23,3;;;7;;;105;4;1,6;
2025/02/10;2100 UTC;0;999,5;999,5;999,3;466,1;24;;24,1;23,4;;;;;;20;3,1;,8;
2025/02/10;2200 UTC;0;1000,2;1000,2;999,5;102,6;23,3;;24,2;23,3;;;7;;;34;2,5;1,1;
2025/02/10;2300 UTC;0;1000,8;1000,8;1000,2;;23;;23,3;23;;;;;;73;3,5;1,1;
2025/02/11;0000 UTC;0;1001,6;1001,6;1000,8;;23,1;;23,1;22,9;;;;;;71;2,2;1;
2025/02/11;0100 UTC;0;1002,1;1002,1;1001,6;;23,2;;23,2;23;;;;;;336;1,7;,3;
2025/02/11;0200 UTC;0;1002,1;1002,2;1002;;23,4;;23,4;23,1;;;;;;334;2,1;,8;
2025/02/11;0300 UTC;,2;1001,8;1002,1;1001,8;;23,2;;23,4;23,2;;;;;;351;2,6;,8;
2025/02/11;0400 UTC;0;1001,2;1001,8;1001,2;;23,3;;23,4;23,2;;;;;;18;2,6;1,3;
2025/02/11;0500 UTC;0;1000,4;1001,2;1000,4;;23,2;;23,3;23,1;;;;;;336;2,6;1,2;
2025/02/11;0600 UTC;0;1000;1000,4;1000;;23;;23,2;23;;;;;;337;3,3;1,6;
2025/02/11;0700 UTC;0;999,7;1000;999,7;;23;;23,1;23;;;;;;315;2,6;,9;
2025/02/11;0800 UTC;0;999,6;999,8;999,6;;22,9;;23;22,9;;;;;;313;2;,7;
2025/02/11;0900 UTC;0;1000;1000,1;999,6;;23;;23;22,9;;;;;;324;1,4;,9;
2025/02/11;1000 UTC;0;1000,8;1000,8;1000;10,5;23;;23;22,9;;;;;;321;1,5;,7;
2025/02/11;1100 UTC;0;1001,1;1001,1;1000,8;314,3;23,6;;23,7;23;;;;;;332;2,4;1,6;
2025/02/11;1200 UTC;,2;1001,6;1001,6;1001,1;983;25;;25,2;23,6;;;;;;5;2,6;1,5;
2025/02/11;1300 UTC;0;1002,2;1002,2;1001,6;1889,1;26,9;;27,7;25,1;;;7;;;29;3,8;1,9;
2025/02/11;1400 UTC;0;1002,4;1002,5;1002,2;1908,7;28,2;;28,3;26,7;;;7;;;31;3,8;1,5;
2025/02/11;1500 UTC;0;1001,7;1002,4;1001,7;2348,7;28,9;;29,4;27,9;;;;;;84;3,5;2;
2025/02/11;1600 UTC;0;1000,6;1001,7;1000,6;3169,1;30,2;;30,8;28,5;-5,1;;16;;;81;4,2;1,5;
2025/02/11;1700 UTC;0;999,7;1000,6;999,7;2080,9;27;;30,2;25,4;;;7;;;105;7,6;2,2;
2025/02/11;1800 UTC;0;998,4;999,7;998,4;3600,5;30,4;;30,5;27;;;7;;;75;5,7;2,4;
2025/02/11;1900 UTC;0;997,9;998,4;997,7;2214,8;28,7;;30,5;28,7;-10;;7;;;107;5,7;3,2;
2025/02/11;2000 UTC;0;997,6;997,9;997,6;1042,2;29,1;;29,6;28,5;;;7;;;76;5,4;2,6;
2025/02/11;2100 UTC;0;998,1;998,1;997,6;453,7;26;;29,2;26;;;7;;;89;7,3;2,1;
2025/02/11;2200 UTC;0;998,3;998,3;998;65;25,9;;26,3;25,8;;;;;;3;4,8;1,7;
2025/02/11;2300 UTC;0;999,2;999,2;998,3;;25,4;;25,9;25,4;;;;;;29;3,9;1,7;
2025/02/12;0000 UTC;0;1000,3;1000,3;999,2;;25;;25,4;24,9;;;7;;;6;4,2;2;
2025/02/12;0100 UTC;0;1001,3;1001,3;1000,3;;24,7;;25;24,6;;;7;;;355;4,2;1,7;
2025/02/12;0200 UTC;0;1001,5;1001,6;1001,2;;24,6;;24,7;24,6;;;;;;9;4,6;1,7;
2025/02/12;0300 UTC;0;1001,3;1001,6;1001,3;;24,4;;24,6;24,4;;;;;;20;4,5;2,4;
2025/02/12;0400 UTC;0;1001;1001,3;1001;;24,4;;24,4;24,4;;;;;;6;4,7;2,6;
2025/02/12;0500 UTC;0;1000,1;1001;1000,1;;24,1;;24,4;24,1;;;;;;2;4,7;1,7;
2025/02/12;0600 UTC;0;999,8;1000,1;999,8;;23,7;;24,1;23,7;;;7;;;340;3,4;,7;
2025/02/12;0700 UTC;0;999,6;999,9;999,6;;23,8;;23,9;23,6;;;;;;347;3,3;1,3;
2025/02/12;0800 UTC;0;999,5;999,6;999,4;;23,5;;23,8;23,5;;;;;;3;3,2;1,5;
2025/02/12;0900 UTC;0;999,7;999,7;999,4;;23,5;;23,6;23,5;;;;;;351;3;1,2;
2025/02/12;1000 UTC;0;1000,2;1000,2;999,7;15,7;23,4;;23,5;23,4;;;;;;337;2,2;,9;
2025/02/12;1100 UTC;0;1001,1;1001,1;1000,2;300;24,3;;24,3;23,4;;;7;;;359;2,4;1;
2025/02/12;1200 UTC;0;1001,9;1001,9;1001,1;849,8;25,2;;25,2;24,3;;;7;;;346;3,5;1,8;
2025/02/12;1300 UTC;0;1002,5;1002,5;1001,9;895;27;;27;25,2;;;7;;;33;3,9;1,9;
2025/02/12;1400 UTC;0;1002,4;1002,6;1002,4;1941,3;29,1;;29,1;27;;;7;;;48;5,9;3,1;
2025/02/12;1500 UTC;0;1001,9;1002,5;1001,9;2417,6;29,1;;29,8;27,7;;;;;;127;6,6;3,3;
2025/02/12;1600 UTC;0;1001,2;1001,9;1001,2;2400,7;27,3;;29,7;27,1;;;;;;81;6,9;2,8;
